day,last_trade_day,total_volume,wallet_address,discordUsername,tier_id,SUM(amount)
2025-06-11,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,4232304.7269017035
2025-03-16,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,419801.2338138998
2025-04-06,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,678513.5925679994
2025-02-02,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2173504.726919898
2025-04-28,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1236316.4543126991
2025-05-04,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,619424.4497961
2025-01-26,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,869632.4989867005
2025-05-14,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,4022521.9858765053
2025-02-08,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1701597.2047237984
2025-05-25,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,3575610.546481799
2025-04-12,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,512695.7157934997
2024-12-19,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,5928262.753013807
2025-01-15,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2775172.877536301
2025-01-02,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1254178.3835644005
2025-03-26,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,401983.5112956998
2025-05-05,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1231945.5930074996
2025-06-15,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,3667555.5300354995
2025-03-24,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,683327.7160236001
2025-06-07,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1548562.490390901
2024-12-18,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,5431084.412328096
2025-05-20,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,3632216.970155897
2025-05-27,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,4957692.255605798
2025-03-21,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,222185.08018300007
2024-12-14,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1068107.4544214003
2025-03-18,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,415778.9777971001
2025-04-27,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,315331.07302019984
2025-05-22,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2555928.164896801
2025-05-23,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,4477906.5452505965
2025-03-29,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,165612.34661760004
2025-01-19,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,3381963.567265703
2024-12-11,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2215020.310876001
2025-06-04,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,5616846.320662497
2025-02-10,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2931768.176534298
2025-04-11,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,439322.1163108
2025-03-23,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,244174.52443160012
2025-05-17,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,3147712.631043702
2025-01-10,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1088659.4737038997
2025-02-01,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2394456.273844399
2025-02-13,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1338298.4126402994
2025-02-24,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1299848.2809902
2025-06-08,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,4494539.378134701
2025-03-12,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1220404.7805160005
2025-03-03,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1467224.8449233014
2025-04-22,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1249979.877758601
2025-03-28,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,216557.80783439995
2025-03-06,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,580054.0708039998
2025-05-19,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,4234304.145568502
2024-12-04,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1343616.020462101
2025-05-11,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2640652.6918895
2025-02-23,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1419119.1798753007
2025-02-14,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1796259.0898421009
2025-01-24,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1863843.8444816978
2025-01-04,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2035978.0472593007
2025-05-09,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2918487.794528499
2025-06-18,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,4616616.9347144
2025-01-21,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,3630471.2728151977
2025-01-11,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1075781.2346443
2025-05-26,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2403483.158401901
2025-02-06,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1537431.3047526013
2025-02-17,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1019269.6014244002
2024-12-12,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1993138.3106258998
2024-12-13,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,984551.7066176003
2024-11-30,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,29415.645585000002
2025-04-19,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,594682.6880190001
2025-05-21,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,4700031.958226005
2025-01-30,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1492546.7688062007
2024-12-06,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1972160.1935118004
2025-05-10,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1266323.9454028003
2025-02-28,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1749585.7575220994
2025-06-01,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2994861.8323527984
2025-05-16,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,3204939.5427419976
2025-04-02,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,719958.613407
2025-02-21,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,3280262.710695397
2024-12-31,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1532858.7336137986
2025-04-14,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,404473.6012481001
2025-04-17,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,631237.1112877998
2024-12-23,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1364259.246495899
2025-02-16,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,807786.2791738999
2025-04-05,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,282042.7716949999
2025-04-29,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,882932.2677541998
2025-03-11,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,812002.2634028996
2025-01-22,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2641993.0275415005
2024-12-29,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,710963.9135192002
2025-05-07,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,4294714.731844999
2025-03-10,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1349957.2624589987
2025-01-12,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,979536.8287210002
2025-06-16,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,3346350.3519945988
2025-04-01,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,558397.0856677998
2025-03-15,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,577569.5157212002
2025-02-07,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2554972.9852146
2025-01-25,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,962291.4513999997
2024-12-10,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1643528.2609036993
2025-01-23,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2946218.861498499
2025-06-13,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,5189753.0376638
2025-02-03,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2867367.892442899
2025-01-07,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,4453764.890871402
2025-05-01,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1372505.7392812
2025-04-23,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,905388.4509616009
2025-01-27,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2441812.578705598
2025-05-24,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2498104.982049399
2025-01-17,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2803681.935024001
2025-02-04,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1613863.150890399
2025-03-31,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,647450.4035275
2025-05-28,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2477371.547086101
2025-02-15,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,571131.1207673003
2025-04-03,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,865108.6996549999
2024-12-05,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2134643.2985486975
2025-06-10,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,12566490.293841008
2024-12-15,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1681039.2622519997
2024-12-08,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1103075.3776388
2025-01-01,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,567231.9431251999
2024-12-07,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1513939.4259107
2025-01-03,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1903754.6443182998
2025-01-09,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1179601.8909721996
2024-12-27,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2412040.7910696995
2025-02-26,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,920529.1996838
2025-02-18,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,729780.5315195002
2025-04-10,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1507628.3341962988
2025-01-16,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2328396.1054804004
2025-03-02,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1488212.439394698
2025-05-30,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1414873.4786715012
2025-03-17,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,395731.5051517
2025-03-22,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,198837.03962310002
2025-04-16,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1408933.2230706003
2025-01-05,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1162213.6527128995
2025-05-03,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1496580.2186060995
2025-06-12,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,8196506.520917401
2025-04-15,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,566261.2699868002
2025-01-29,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1776121.9114497995
2025-05-31,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1040498.0245401999
2024-12-26,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2174066.734569601
2025-03-04,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1620879.0282917004
2025-01-14,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2036036.8653940016
2025-04-18,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,339414.0654449998
2025-05-15,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2313025.817897602
2025-03-25,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,358545.59084600006
2025-02-27,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,900022.8629231999
2025-04-25,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1727193.3313621
2025-06-05,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,6190608.980915405
2025-01-06,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1980016.5370992
2025-02-12,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2521363.538798197
2025-02-09,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2054465.0178347006
2025-03-19,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,937930.6619898997
2025-06-14,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,3151053.225666398
2025-06-17,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,6383860.124646508
2024-12-02,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,4277212.795464599
2024-12-22,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1622756.586606499
2025-03-08,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,162364.55389410007
2025-01-28,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1330762.1490802004
2024-12-01,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1438190.4730396995
2025-02-20,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1742340.9055365995
2025-04-04,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,606662.6301692998
2025-01-20,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2716834.051020698
2025-04-09,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1071169.7286620992
2025-04-21,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1605851.1792140002
2025-04-26,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,696655.7940679
2025-06-06,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,4948270.729152693
2025-04-07,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1288303.313660499
2025-02-25,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,1364507.7042756008
2025-03-27,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,388192.8145956001
2025-04-08,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,788457.7415017996
2024-12-09,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,3075754.3203878007
2025-04-13,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,474230.77134449995
2024-12-24,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,854047.7029279997
2024-12-03,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,3328325.485718304
2025-05-12,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,5840364.3924817955
2025-01-13,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2626730.3914258983
2024-12-16,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,2546848.4698412
2025-05-29,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,3669821.314413101
2025-04-20,1750311822,405510615.73531973,0xe3724710a787c3d854bc3d23873d75eabba7b39b,,100,381951.9092996001
2025-01-28,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,4053272.6404521693
2025-04-21,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,283034.7384587101
2025-01-09,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,4547129.260876047
2024-11-30,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,96635.38794930003
2025-02-04,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,7563043.539276011
2025-01-12,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,1401905.0465518006
2025-05-25,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,182106.15526709997
2025-04-04,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,875027.98592276
2025-03-14,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,409410.0980286308
2025-03-27,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,196412.89485579988
2025-03-01,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,623510.8328280599
2025-03-15,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,190309.21585882985
2024-12-18,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,1451901.7958229082
2024-12-10,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,4658034.816441707
2025-02-19,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,622538.4283401207
2025-03-05,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,2079745.647294566
2025-05-08,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,583837.2052781609
2024-12-30,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,1755127.0975589927
2025-01-20,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,10225885.970134832
2025-05-23,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,500481.9339205208
2024-12-29,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,253646.33033102998
2025-05-26,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,102804.83975326995
2025-06-09,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,161002.3931269498
2025-03-07,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,1971239.6548551165
2025-01-18,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,5131829.934426737
2025-03-31,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,437551.94097326044
2024-12-06,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,2580120.0991502753
2025-01-08,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,4978943.417615359
2025-05-27,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,247902.45809999038
2024-12-15,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,859786.4407613005
2025-05-24,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,87457.86081364995
2025-03-28,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,255169.52498716026
2025-02-20,1750312100,296772129.12328815,0xc656647754e72c2db056712ac40dc04ce6681a7d,,100,672252.6243618502
